,0
cg04606861,0.00015789365539114117
cg05452406,0.0001574278622679063
cg00563932,0.00015712889795103685
cg27395891,0.00015652994528314143
cg03102824,0.00015646925179909333
cg05923226,0.0001561608496821638
cg21834207,0.0001551108128424656
cg09814231,0.00015279114815032192
cg15763258,0.0001516996620797223
cg16408865,0.00015118570406144345
cg13209388,0.00015035859099698777
cg23815900,0.00015019274214373945
cg01716224,0.00014919281245255218
cg16358867,0.0001491457417829238
cg04637478,0.00014913666586658492
cg08991742,0.00014911080818433357
cg03802461,0.00014880871422399115
cg08619515,0.0001478676739282525
cg18953784,0.00014778848995132117
cg05700079,0.00014749080046584756
cg02379533,0.00014628997051400133
cg12934382,0.00014562130943609564
cg12304200,0.00014370085840925923
cg00908292,0.00014368838662603704
cg08209133,0.00014342261918645106
cg01101873,0.0001423061690866826
cg09597767,0.00014189208521282252
cg01820374,0.00014176703882326229
cg12091542,0.0001417447786230837
cg03327619,0.00014077240236783667
cg02243630,0.00014053938938031878
cg04419610,0.00014028504147577854
cg00303541,0.00014024915601448739
cg25778262,0.0001399735545718916
cg05758246,0.00013864666748746312
cg04029027,0.00013728644507699224
cg20802794,0.00013710235274021605
cg18295183,0.00013702236514500263
cg16193278,0.00013700472189590035
cg02844545,0.00013669753860484448
cg15574588,0.0001364009371327269
cg27120931,0.00013615628012771653
cg12338417,0.00013582319209988014
cg25296374,0.00013489356578654378
cg16932827,0.00013480269003397693
cg10453719,0.00013420769006402815
cg20072528,0.00013339777773200767
cg17214107,0.000132074801469006
cg18473521,0.00012949215738500717
cg00439658,0.0001284578662698317
cg04894619,0.00012769422671659586
cg04581938,0.00012716959053041258
cg25340674,0.00012703218219615886
cg17713488,0.00012699642025304166
cg27306382,0.00012692327542785007
cg13159318,0.00012655216847565868
cg10001186,0.0001253490460660851
cg19269473,0.00012471436491060943
cg03761471,0.00012426946916724565
cg12261786,0.00012316874246699988
cg02381539,0.00012276117117607607
cg00745389,0.0001221118090002442
cg26729380,0.00012109522913167948
cg01234420,0.0001202766563600304
cg27276993,0.00011954865260827868
cg18018313,0.0001181186847695491
cg18449964,0.0001179747491001699
cg19066520,0.0001174410812234702
cg18064714,0.00011624406123166936
cg17321954,0.00011611267432429682
cg08128734,0.00011592080801683933
